"","TWII.Open","TWII.High","TWII.Low","TWII.Close","TWII.Volume","TWII.Adjusted"
"2009-11-09",7562.589844,7562.589844,7512.5,7536.700195,2950400,7536.671875
"2009-11-10",7613.339844,7614.540039,7576.279785,7593.490234,3245200,7593.461426
"2009-11-11",7603.680176,7670.759766,7555.830078,7668.060059,3483200,7668.03125
"2009-11-12",7682.75,7709.890137,7658.600098,7670.930176,4008400,7670.901367
"2009-11-13",7651.129883,7695.109863,7639.569824,7665.629883,3472400,7665.601074
"2009-11-16",7701.970215,7792.680176,7699.319824,7792.680176,4253800,7792.651367
"2009-11-17",7875.47998,7875.47998,7733.209961,7733.209961,5580800,7733.181152
"2009-11-18",7766.680176,7803.359863,7737.589844,7766.689941,4668200,7766.661133
"2009-11-19",7767.97998,7797.410156,7751.060059,7759.97998,4462200,7759.951172
"2009-11-20",7741.720215,7741.720215,7649.189941,7682.970215,4312200,7682.941406
"2009-11-23",7694.899902,7714.700195,7671.540039,7687.149902,3229800,7687.121094
"2009-11-24",7723.129883,7735.910156,7696.100098,7714.560059,3854600,7714.53125
"2009-11-25",7718.779785,7784.279785,7716.359863,7756.310059,4332400,7756.28125
"2009-11-26",7795.259766,7818,7733.75,7739.160156,4478000,7739.131348
"2009-11-27",7614.410156,7633.5,7490.910156,7490.910156,5113000,7490.882324
"2009-11-30",7582.689941,7604.549805,7569.240234,7582.209961,3368600,7582.181152
"2009-12-01",7615.950195,7659.819824,7549.009766,7649.22998,4044400,7649.201172
"2009-12-02",7715.640137,7741.850098,7671.990234,7677.620117,4569600,7677.591309
"2009-12-03",7733.509766,7738.029785,7658.509766,7684.669922,3625600,7684.641113
"2009-12-04",7685.140137,7707.109863,7650.77002,7650.910156,3648400,7650.881348
"2009-12-07",7704.689941,7783.200195,7704.689941,7775.640137,4278400,7775.611328
"2009-12-08",7802.27002,7802.27002,7731.009766,7768.709961,4230200,7768.681152
"2009-12-09",7747.600098,7797.419922,7742.919922,7797.419922,4522800,7797.391113
"2009-12-10",7822.660156,7829.410156,7631.060059,7677.910156,5702200,7677.881348
"2009-12-11",7709.959961,7795.069824,7700.759766,7795.069824,4659000,7795.041016
"2009-12-14",7793.140137,7841.509766,7770.200195,7819.129883,4857800,7819.101074
"2009-12-15",7838.529785,7846.779785,7792.560059,7807.620117,4637400,7807.591309
"2009-12-16",7801.299805,7801.299805,7724.580078,7751.600098,3958400,7751.571289
"2009-12-17",7804.700195,7836.430176,7728.879883,7742.169922,4446200,7742.141113
"2009-12-18",7690.439941,7753.629883,7688,7753.629883,3473600,7753.601074
"2009-12-21",7797.649902,7827.140137,7787.27002,7787.27002,3749600,7787.241211
"2009-12-22",7850.049805,7871.589844,7823.339844,7856,3844600,7855.970215
"2009-12-23",7892.75,7910.879883,7873.220215,7901.5,4158200,7901.469727
"2009-12-24",7935.339844,7988.149902,7928.089844,7963.540039,4802600,7963.509766
"2009-12-25",8007.5,8009,7965.370117,7972.589844,4429400,7972.55957
"2009-12-28",8007.540039,8079.620117,8007.540039,8057.490234,5306400,8057.459473
"2009-12-29",8088.009766,8088.009766,8031.490234,8053.830078,4764000,8053.799316
"2009-12-30",8078.910156,8118.629883,8060.330078,8112.279785,5184200,8112.249023
"2009-12-31",8155.169922,8188.799805,8138.580078,8188.109863,5857800,8188.079102
"2010-01-04",8222.419922,8240.450195,8143.450195,8207.849609,6429400,8207.817383
"2010-01-05",8277.709961,8283.639648,8162.540039,8211.400391,6762000,8211.368164
"2010-01-06",8237.099609,8327.870117,8216.919922,8327.620117,6421600,8327.587891
"2010-01-07",8344.55957,8369.549805,8233.589844,8237.419922,7133000,8237.387695
"2010-01-08",8266.870117,8290.660156,8178.930176,8280.900391,5764400,8280.868164
"2010-01-11",8291.519531,8357.900391,8281.719727,8323.820313,5857000,8323.788086
"2010-01-12",8343.730469,8356.969727,8262.580078,8309.370117,5246000,8309.337891
"2010-01-13",8229.25,8257.830078,8194.80957,8196.55957,4925600,8196.527344
"2010-01-14",8245.860352,8313.94043,8237.669922,8289.980469,4837200,8289.948242
"2010-01-15",8340.599609,8380.230469,8325.820313,8356.889648,5643400,8356.857422
"2010-01-18",8290.379883,8367.650391,8290.379883,8337.820313,5100400,8337.788086
"2010-01-19",8387.660156,8395.389648,8227.299805,8249,5582400,8248.967773
"2010-01-20",8309.19043,8309.19043,8191.439941,8220.929688,5009800,8220.897461
"2010-01-21",8189.5,8208.209961,8107.549805,8127.870117,4596800,8127.839355
"2010-01-22",7986.430176,8015.950195,7912.850098,7927.310059,4907200,7927.279785
"2010-01-25",7845.299805,7938.140137,7828.339844,7872.990234,3663800,7872.960449
"2010-01-26",7903.029785,7922.069824,7572.580078,7598.810059,5680000,7598.78125
"2010-01-27",7639.720215,7656.950195,7530.410156,7560.029785,3986200,7560.000977
"2010-01-28",7630.160156,7756.77002,7607.560059,7694.580078,3931200,7694.55127
"2010-01-29",7593.379883,7649.72998,7481.899902,7640.439941,3949400,7640.411133
"2010-02-01",7653.890137,7661.700195,7493.810059,7524.669922,3222400,7524.641602
"2010-02-02",7633.740234,7635.72998,7398.799805,7429.609863,3759800,7429.582031
"2010-02-03",7523.790039,7550.819824,7441.919922,7547.97998,3152400,7547.951172
"2010-02-04",7563.189941,7578.180176,7504.959961,7542.040039,2813800,7542.011719
"2010-02-05",7323.160156,7352.97998,7196.390137,7217.830078,4614600,7217.802734
"2010-02-08",7236.629883,7253.240234,7173.180176,7215.879883,3033600,7215.852539
"2010-02-09",7225.709961,7381.819824,7197.129883,7361.040039,3730000,7361.012207
"2010-02-10",7438.120117,7496.339844,7404.970215,7441.839844,3984400,7441.812012
"2010-02-22",7619.870117,7619.870117,7553.290039,7560.040039,3187400,7560.01123
"2010-02-23",7575.620117,7597.439941,7502.450195,7597.439941,2992800,7597.411133
"2010-02-24",7516.470215,7585.189941,7515.379883,7529.669922,2858200,7529.641602
"2010-02-25",7568.419922,7568.419922,7400.419922,7426.959961,3420800,7426.932129
"2010-02-26",7451.169922,7479.279785,7383.680176,7436.100098,2737400,7436.072266
"2010-03-01",7492.839844,7620.560059,7451.089844,7577.75,3501600,7577.721191
"2010-03-02",7649.620117,7664.490234,7592.660156,7597.620117,3158200,7597.591309
"2010-03-03",7628.779785,7670.25,7604.859863,7629.52002,3005000,7629.491211
"2010-03-04",7664,7664,7524.189941,7569.799805,3480400,7569.770996
"2010-03-05",7659.759766,7694.890137,7618,7666.259766,3218800,7666.230957
"2010-03-08",7741.799805,7763.759766,7716.279785,7762.27002,3455000,7762.241211
"2010-03-09",7762.399902,7770.589844,7737.649902,7770.589844,2978600,7770.561035
"2010-03-10",7797.700195,7803.27002,7736.700195,7779.080078,2974000,7779.05127
"2010-03-11",7817.589844,7818.839844,7749.399902,7749.660156,3106000,7749.631348
"2010-03-12",7773.52002,7773.52002,7726.089844,7748.330078,2575400,7748.30127
"2010-03-15",7750.870117,7766.359863,7634.919922,7634.919922,2705800,7634.891113
"2010-03-16",7671.410156,7695.810059,7645.169922,7695.629883,2343400,7695.601074
"2010-03-17",7763.430176,7849.379883,7762.850098,7847.839844,3959000,7847.810547
"2010-03-18",7861.27002,7922.47998,7847.549805,7886.339844,4674600,7886.30957
"2010-03-19",7899.009766,7899.009766,7859.290039,7897.910156,4037000,7897.879883
"2010-03-22",7861.899902,7872.779785,7791.25,7835.97998,3768800,7835.950684
"2010-03-23",7880.120117,7889.040039,7804.399902,7811.870117,4063400,7811.841309
"2010-03-24",7875.27002,7881.370117,7822.709961,7822.709961,4041400,7822.680664
"2010-03-25",7824.740234,7856.310059,7753.509766,7838.100098,3696800,7838.070801
"2010-03-26",7808.149902,7909.410156,7770.419922,7876.859863,3781000,7876.830078
"2010-03-29",7918.950195,7961.140137,7909.060059,7947.450195,3972800,7947.419922
"2010-03-30",7992.120117,7994.620117,7942.470215,7962.220215,3880200,7962.189941
"2010-03-31",7962.910156,7974.890137,7920.060059,7920.060059,3841600,7920.029785
"2010-04-01",7952.620117,8026.060059,7952.620117,8013.089844,4758600,8013.059082
"2010-04-02",8046.290039,8050.990234,8021.910156,8025.930176,3764600,8025.899414
"2010-04-06",8083.029785,8128.080078,8082.370117,8089.649902,4339600,8089.619141
"2010-04-07",8131.399902,8133.450195,8091.279785,8121.779785,4172600,8121.749023
"2010-04-08",8106,8149.680176,8038.370117,8057.600098,5082800,8057.569336
"2010-04-09",8073.52002,8094.350098,8039.410156,8092.029785,3819000,8091.999023
"2010-04-12",8149.759766,8152.529785,8092.939941,8117.75,4184800,8117.719238
"2010-04-13",8090.540039,8104.140137,8022.939941,8029.72998,4054200,8029.699219
"2010-04-14",8077.939941,8102.379883,8040.009766,8097.129883,3749000,8097.099121
"2010-04-15",8168.109863,8190.009766,8136.319824,8171.939941,5190600,8171.90918
"2010-04-16",8161.850098,8162.850098,8090.680176,8111.569824,4369400,8111.539063
"2010-04-19",8003.02002,8042.049805,7845.77002,7854.220215,5187400,7854.19043
"2010-04-20",7908.109863,7923.27002,7842.069824,7900.419922,3753600,7900.389648
"2010-04-21",7949.959961,7998.759766,7947.899902,7990.529785,3901200,7990.499023
"2010-04-22",7948.890137,7985.490234,7897.140137,7978.689941,3692800,7978.65918
"2010-04-23",8021.709961,8030.109863,7996.77002,8004.890137,4027600,8004.859375
"2010-04-26",8107.220215,8168.470215,8093.140137,8158.140137,4437400,8158.109375
"2010-04-27",8174.850098,8174.850098,8121.140137,8146.439941,3716000,8146.40918
"2010-04-28",7944.700195,8092.47998,7944.700195,8081.549805,4334800,8081.519043
"2010-04-29",8105.959961,8107.359863,8053.02002,8054.049805,4648600,8054.019043
"2010-04-30",8116.390137,8163.939941,7999.279785,8004.25,5150600,8004.219238
"2010-05-03",7979.799805,8022.450195,7916.040039,7952.169922,3430400,7952.139648
"2010-05-04",8006.790039,8010.97998,7889.930176,7930.77002,3672800,7930.739746
"2010-05-05",7759.180176,7785.549805,7695.689941,7696.899902,4732200,7696.871094
"2010-05-06",7696.27002,7702.109863,7562.029785,7579.47998,4090600,7579.451172
"2010-05-07",7393.27002,7572.790039,7387.189941,7567.100098,4756000,7567.071289
"2010-05-10",7610.879883,7664.72998,7577.310059,7664.72998,3267400,7664.701172
"2010-05-11",7718.169922,7743.410156,7608.439941,7608.439941,3875600,7608.411133
"2010-05-12",7663.339844,7674.52002,7596.209961,7602.700195,2929200,7602.671387
"2010-05-13",7703.47998,7787.319824,7687.549805,7770.569824,3779600,7770.541016
"2010-05-14",7735.600098,7772.540039,7725.819824,7772.129883,2810200,7772.101074
"2010-05-17",7697.790039,7697.790039,7574.060059,7598.720215,3083600,7598.691406
"2010-05-18",7630.100098,7637.990234,7560.890137,7585.299805,2829800,7585.270996
"2010-05-19",7527.620117,7588.089844,7467.200195,7559.160156,3417800,7559.131348
"2010-05-20",7557.169922,7557.169922,7424.430176,7424.430176,3058800,7424.402344
"2010-05-21",7229.169922,7277.930176,7164.209961,7237.709961,3918400,7237.682617
"2010-05-24",7296.149902,7344.919922,7269.810059,7322.72998,2518600,7322.702148
"2010-05-25",7238.160156,7241.839844,7032.399902,7086.370117,3914000,7086.34375
"2010-05-26",7161.399902,7174.379883,7079.850098,7167.350098,3536200,7167.323242
"2010-05-27",7139.450195,7254.680176,7105.109863,7243.160156,3097400,7243.132813
"2010-05-28",7338.77002,7364.009766,7271.299805,7295.319824,3575800,7295.291992
"2010-05-31",7312.259766,7373.97998,7292.540039,7373.97998,2443000,7373.952148
"2010-06-01",7327.009766,7348.560059,7276.52002,7289.330078,2518000,7289.302246
"2010-06-02",7252.790039,7304.129883,7159.75,7195.709961,2794200,7195.682617
"2010-06-03",7322.509766,7361.700195,7309.459961,7360.279785,2820800,7360.251953
"2010-06-04",7377.560059,7377.560059,7337.350098,7344.589844,2484600,7344.562012
"2010-06-07",7139.759766,7172.299805,7085.549805,7157.830078,2801400,7157.803223
"2010-06-08",7142.310059,7179.140137,7128.919922,7151.990234,2772200,7151.963379
"2010-06-09",7166.189941,7193.040039,7048.600098,7071.669922,3194200,7071.644043
"2010-06-10",7134.160156,7182.990234,7085.339844,7181.77002,2467200,7181.742676
"2010-06-11",7302.970215,7321.600098,7273.700195,7299.490234,3280800,7299.462402
"2010-06-14",7372.930176,7393.410156,7347.22998,7387.399902,2681000,7387.37207
"2010-06-15",7388.569824,7489.680176,7364.339844,7454.060059,2928800,7454.032227
"2010-06-17",7503.120117,7534.060059,7481.720215,7515.779785,3259000,7515.751465
"2010-06-18",7538.549805,7538.549805,7459.930176,7493.109863,2359000,7493.082031
"2010-06-21",7595.930176,7645.709961,7562.25,7635.560059,3884600,7635.53125
"2010-06-22",7630.640137,7639.660156,7610.620117,7612.680176,2901200,7612.651367
"2010-06-23",7576.290039,7615.439941,7549.97998,7582.149902,2991200,7582.121094
"2010-06-24",7601.720215,7607.629883,7567.959961,7589.890137,3013000,7589.861328
"2010-06-25",7509.720215,7537.370117,7463.290039,7474.709961,3368200,7474.682129
"2010-06-28",7507.149902,7536.609863,7489.549805,7500.790039,3169800,7500.762207
"2010-06-29",7554.779785,7584.810059,7423.569824,7423.569824,3366600,7423.541992
"2010-06-30",7277.390137,7337.319824,7255.089844,7329.370117,3332000,7329.342285
"2010-07-01",7326.890137,7327.399902,7251.600098,7254.060059,3086400,7254.032227
"2010-07-02",7285.009766,7378.77002,7285.009766,7330.740234,3677600,7330.712402
"2010-07-05",7351.180176,7447.180176,7351.180176,7439.959961,3403400,7439.932129
"2010-07-06",7385.330078,7548.47998,7382.370117,7548.47998,4087000,7548.451172
"2010-07-07",7560.220215,7565.370117,7517.680176,7534.459961,3765400,7534.431641
"2010-07-08",7612.709961,7622.459961,7583.359863,7608.850098,4278000,7608.821289
"2010-07-09",7644.109863,7652.549805,7599.839844,7647.25,3585200,7647.221191
"2010-07-12",7674.259766,7705.109863,7636.810059,7639.549805,3604800,7639.520996
"2010-07-13",7664.709961,7671.47998,7587.870117,7597.419922,3037600,7597.391113
"2010-07-14",7688.819824,7720.629883,7683.830078,7714.509766,4078000,7714.480957
"2010-07-15",7699.490234,7732.310059,7681.870117,7704.52002,3892600,7704.491211
"2010-07-16",7717.240234,7719.049805,7660.759766,7664.569824,4754200,7664.541016
"2010-07-19",7602.680176,7666.580078,7596.259766,7649.830078,3152200,7649.80127
"2010-07-20",7678.890137,7730.879883,7638.490234,7712.029785,3555000,7712.000977
"2010-07-21",7742.47998,7752.799805,7678.299805,7701.290039,3832000,7701.26123
"2010-07-22",7699.359863,7718.919922,7665.779785,7666.339844,3409400,7666.311035
"2010-07-23",7747.029785,7782.02002,7739.040039,7761.220215,4402800,7761.191406
"2010-07-26",7787.069824,7807.069824,7765.680176,7787.450195,3916600,7787.421387
"2010-07-27",7806.25,7806.25,7748.009766,7748.009766,3609200,7747.980957
"2010-07-28",7736.589844,7786.22998,7726.399902,7784.810059,4175400,7784.78125
"2010-07-29",7778.740234,7799.569824,7738.47998,7798.990234,4541000,7798.961426
"2010-07-30",7765.25,7781.240234,7731.189941,7760.629883,4154600,7760.601074
"2010-08-02",7829.189941,7917.950195,7829.189941,7911.680176,5231200,7911.649902
"2010-08-03",7961.680176,7970.580078,7915.830078,7957.529785,5229600,7957.499512
"2010-08-04",7960.299805,7978.160156,7938.919922,7972.660156,4822400,7972.629883
"2010-08-05",8010.069824,8018.740234,7921.97998,7936.850098,6156600,7936.819824
"2010-08-06",7938.089844,7963.299805,7922.290039,7963.299805,4304800,7963.269531
"2010-08-09",7974.669922,8040.939941,7971.189941,8034.490234,4990400,8034.459473
"2010-08-10",8054.290039,8054.290039,7975.379883,7976.740234,5258800,7976.709473
"2010-08-11",7923.569824,7956.899902,7869.52002,7895.029785,4870400,7894.999512
"2010-08-12",7789.459961,7837.379883,7776.660156,7829.790039,4390000,7829.760742
"2010-08-13",7845.97998,7906.350098,7830.459961,7891.580078,4814200,7891.549805
"2010-08-16",7884.279785,7941.220215,7850.129883,7941.220215,4424600,7941.189941
"2010-08-17",7962.700195,7973.149902,7931.089844,7931.089844,5046000,7931.05957
"2010-08-18",7978.52002,7984.569824,7897.180176,7924.100098,5324400,7924.069824
"2010-08-19",7925.47998,7948.72998,7886.72998,7928.939941,4969400,7928.909668
"2010-08-20",7915.160156,7941.609863,7905.009766,7927.310059,4005400,7927.279785
"2010-08-23",7938.209961,8013.120117,7924.100098,7975.930176,4635000,7975.899902
"2010-08-24",7983.620117,7990.490234,7940.640137,7940.640137,4714600,7940.609863
"2010-08-25",7889.569824,7889.569824,7736.97998,7736.97998,5725600,7736.951172
"2010-08-26",7743.319824,7758.140137,7666.509766,7689.740234,4425200,7689.711426
"2010-08-27",7702.589844,7722.910156,7662.22998,7722.910156,3458600,7722.881348
"2010-08-30",7797.259766,7806.910156,7737.279785,7741.200195,3380800,7741.171387
"2010-08-31",7669.310059,7687.470215,7577.100098,7616.279785,4190400,7616.250977
"2010-09-01",7643.609863,7679.430176,7625.720215,7668.25,3612200,7668.221191
"2010-09-02",7764.799805,7780.529785,7715.310059,7720.819824,4080600,7720.791016
"2010-09-03",7770.930176,7830.209961,7770.930176,7830.209961,4494800,7830.180664
"2010-09-06",7879.700195,7902.560059,7841.830078,7890.950195,4269000,7890.919922
"2010-09-07",7914.379883,7922.069824,7876.669922,7884.399902,4480400,7884.369629
"2010-09-08",7866.350098,7898.759766,7824.649902,7851.310059,4209200,7851.280273
"2010-09-09",7901.830078,7903.470215,7817.870117,7835.540039,4295800,7835.510742
"2010-09-10",7900.560059,7911.660156,7859.330078,7890.109863,4179400,7890.07959
"2010-09-13",7961.97998,8091.299805,7946.97998,8091.299805,5166600,8091.269043
"2010-09-14",8121.680176,8132.600098,8081.790039,8132.600098,4819400,8132.569336
"2010-09-15",8152.629883,8163.819824,8113.970215,8163.819824,4851200,8163.789063
"2010-09-16",8174.850098,8182.799805,8099.75,8099.75,4603800,8099.719238
"2010-09-17",8150.939941,8197.820313,8134.299805,8158.330078,5165000,8158.299316
"2010-09-20",8174.879883,8195.740234,8161.819824,8186.959961,4425800,8186.929199
"2010-09-21",8249.599609,8251.419922,8177.399902,8196.400391,4656400,8196.368164
"2010-09-23",8201.679688,8223.219727,8154.970215,8202.540039,4565800,8202.507813
"2010-09-24",8182.160156,8190.959961,8129.209961,8166.620117,4142800,8166.589355
"2010-09-27",8239.110352,8240.860352,8189.379883,8191.540039,4624400,8191.509277
"2010-09-28",8201.80957,8211.419922,8173.259766,8189.439941,3635400,8189.40918
"2010-09-29",8241.650391,8286.929688,8218.75,8240.889648,5151200,8240.857422
"2010-09-30",8259.240234,8267.549805,8204.839844,8237.780273,4496600,8237.748047
"2010-10-01",8259.080078,8260.280273,8220.730469,8244.179688,3893000,8244.147461
"2010-10-04",8261.160156,8300.040039,8240.669922,8246.099609,5026400,8246.067383
"2010-10-05",8217.860352,8217.860352,8155.299805,8200.429688,4383800,8200.397461
"2010-10-06",8296.230469,8301.389648,8267.610352,8284.030273,5662000,8283.998047
"2010-10-07",8304.910156,8310.799805,8270.30957,8283.919922,5161200,8283.887695
"2010-10-08",8306.320313,8309.910156,8232.019531,8244.19043,4236200,8244.158203
"2010-10-11",8277.780273,8277.780273,8165.200195,8176.759766,3743400,8176.729004
"2010-10-12",8176.700195,8180.390137,8058.589844,8090.220215,4025600,8090.189453
"2010-10-13",8116.689941,8143.189941,8067.870117,8106.660156,3692600,8106.629395
"2010-10-14",8181.509766,8252.200195,8178.339844,8215.450195,4537400,8215.417969
"2010-10-15",8216.870117,8242.769531,8184.290039,8205.299805,4791800,8205.267578
"2010-10-18",8209.389648,8209.389648,8057.120117,8060.540039,4396000,8060.509277
"2010-10-19",8044.899902,8074.680176,8018.310059,8046.22998,3176000,8046.199219
"2010-10-20",7993.430176,8131.189941,7992.810059,8124.620117,3668000,8124.589355
"2010-10-21",8135.569824,8171.490234,8109.790039,8131.22998,4223400,8131.199219
"2010-10-22",8169.509766,8174.029785,8148.259766,8168.060059,3782000,8168.029297
"2010-10-25",8204.009766,8307.589844,8199.490234,8306.980469,3311400,8306.948242
"2010-10-26",8336.950195,8353.860352,8319.009766,8343.230469,3161600,8343.198242
"2010-10-27",8369.75,8372.519531,8285.730469,8291.040039,2910600,8291.007813
"2010-10-28",8315,8386.290039,8281.519531,8354.049805,3361800,8354.017578
"2010-10-29",8348.389648,8348.389648,8278.719727,8287.089844,2584200,8287.057617
"2010-11-01",8343.519531,8407.910156,8343.519531,8379.75,3116000,8379.717773
"2010-11-02",8380.05957,8390.099609,8344.759766,8344.759766,3004600,8344.727539
"2010-11-03",8394.530273,8398.299805,8273.469727,8293.900391,3449400,8293.868164
"2010-11-04",8321.360352,8367.19043,8317.860352,8357.849609,2705000,8357.817383
"2010-11-05",8444.80957,8458.469727,8420.650391,8449.339844,4335000,8449.307617
"2010-11-08",8473.660156,8473.660156,8416.200195,8430.580078,3672600,8430.547852
"2010-11-09",8430.700195,8457.410156,8421.129883,8445.629883,2671000,8445.597656
"2010-11-10",8457.089844,8471.570313,8425.240234,8450.629883,3159000,8450.597656
"2010-11-11",8437.019531,8458.490234,8422.959961,8436.950195,2604800,8436.917969
"2010-11-12",8404.429688,8416.349609,8309.360352,8316.049805,2601400,8316.017578
"2010-11-15",8287.830078,8301.349609,8226.709961,8240.650391,2337600,8240.618164
"2010-11-16",8234.219727,8324.509766,8234.219727,8312.209961,2166200,8312.177734
"2010-11-17",8249.950195,8284.509766,8228.240234,8255.540039,2068400,8255.507813
"2010-11-18",8285.549805,8286.919922,8238.769531,8283.450195,1930800,8283.417969
"2010-11-19",8344.660156,8372.160156,8283.269531,8306.120117,2313000,8306.087891
"2010-11-22",8343.320313,8391.25,8334.419922,8374.910156,2074600,8374.87793
"2010-11-23",8388.259766,8396.490234,8323.80957,8328.629883,2436200,8328.597656
"2010-11-24",8277.330078,8337.19043,8277.330078,8297.049805,2207400,8297.017578
"2010-11-25",8337.900391,8355.389648,8330.919922,8349.990234,2383800,8349.958008
"2010-11-26",8371.269531,8371.269531,8312.150391,8312.150391,2532000,8312.118164
"2010-11-29",8399.769531,8401.419922,8331.509766,8367.169922,2661400,8367.137695
"2010-11-30",8384.639648,8443.379883,8363.969727,8372.480469,3732200,8372.448242
"2010-12-01",8430.599609,8520.110352,8428.639648,8520.110352,4202800,8520.078125
"2010-12-02",8598.009766,8641.129883,8572.650391,8585.769531,4731800,8585.737305
"2010-12-03",8630.879883,8659.620117,8618.259766,8624.009766,3710800,8623.977539
"2010-12-06",8675.450195,8718.530273,8675.450195,8702.230469,3623200,8702.198242
"2010-12-07",8716,8716,8654.490234,8704.389648,3208800,8704.357422
"2010-12-08",8727.879883,8729.700195,8683.980469,8703.790039,3183800,8703.757813
"2010-12-09",8769.339844,8782.820313,8736.769531,8753.839844,4398800,8753.807617
"2010-12-10",8740.709961,8744.669922,8684.049805,8718.830078,3880200,8718.797852
"2010-12-13",8748.639648,8764.509766,8736.540039,8736.589844,3237800,8736.557617
"2010-12-14",8771.900391,8789.25,8717.530273,8740.429688,3574600,8740.397461
"2010-12-15",8755.320313,8756.709961,8698.410156,8756.709961,3622600,8756.677734
"2010-12-16",8770.740234,8797.980469,8767.44043,8782.200195,3719600,8782.167969
"2010-12-17",8828.049805,8860.379883,8817.509766,8817.900391,4232000,8817.868164
"2010-12-20",8861.089844,8861.089844,8740.299805,8768.719727,3183800,8768.6875
"2010-12-21",8802.860352,8827.790039,8772.589844,8827.790039,2753200,8827.757813
"2010-12-22",8847.269531,8865.419922,8834.320313,8860.490234,3464800,8860.458008
"2010-12-23",8891.410156,8914.339844,8874.870117,8898.870117,4002600,8898.836914
"2010-12-24",8910.610352,8911.410156,8861.009766,8861.099609,3616800,8861.067383
"2010-12-27",8866.669922,8908.419922,8828.669922,8892.30957,3458600,8892.276367
"2010-12-28",8919.259766,8919.259766,8839.830078,8870.759766,3177200,8870.727539
"2010-12-29",8878.099609,8893.139648,8844.669922,8866.349609,4915200,8866.317383
"2010-12-30",8883.209961,8920.790039,8871.070313,8907.910156,3983000,8907.876953
"2010-12-31",8936.110352,8990.379883,8932.639648,8972.5,4857800,8972.466797
"2011-01-03",9039.629883,9041.320313,8994.5,9025.299805,5067400,9025.266602
"2011-01-04",9045.110352,9046.179688,8988.580078,8997.19043,5270400,8997.157227
"2011-01-05",9014.320313,9027.160156,8812.360352,8846.30957,5796600,8846.277344
"2011-01-06",8866.230469,8883.209961,8813.629883,8883.209961,4362200,8883.176758
"2011-01-07",8905.25,8907.110352,8738.929688,8782.719727,4500800,8782.6875
"2011-01-10",8798.049805,8817.879883,8762.5,8817.879883,2885200,8817.847656
"2011-01-11",8810.769531,8935.269531,8794.769531,8931.360352,3573400,8931.327148
"2011-01-12",8992.009766,9000.780273,8955.469727,8965,3922200,8964.966797
"2011-01-13",9034.169922,9034.169922,8948.230469,8975.580078,3951000,8975.546875
"2011-01-14",8985.339844,8998.139648,8937.5,8972.509766,2756200,8972.476563
"2011-01-17",8998.889648,9006.360352,8921.19043,8925.089844,3579600,8925.056641
"2011-01-18",8889.839844,9003.450195,8887.030273,8988,3723200,8987.966797
"2011-01-19",9023.299805,9092.280273,9005.769531,9086.019531,3935000,9085.985352
"2011-01-20",9059.799805,9063.519531,9017.799805,9022.169922,3066400,9022.136719
"2011-01-21",8935.290039,8980.540039,8892.269531,8954.379883,3170400,8954.34668
"2011-01-24",8983.589844,8993.55957,8927.490234,8947.790039,2580000,8947.756836
"2011-01-25",9001.740234,9032.299805,8991.389648,8991.389648,2925600,8991.356445
"2011-01-26",9010.410156,9072.759766,9009.179688,9055.589844,3204800,9055.555664
"2011-01-27",9093.540039,9126.929688,9092.969727,9102.330078,3296800,9102.295898
"2011-01-28",9122.160156,9154.929688,9095.709961,9145.349609,3372600,9145.31543
"2011-02-08",9220.69043,9220.69043,9085.410156,9111.459961,3854200,9111.425781
"2011-02-09",9107.959961,9129.879883,8992.639648,9006.820313,3537600,9006.787109
"2011-02-10",8962.070313,8979.349609,8836.55957,8836.55957,3685600,8836.527344
"2011-02-11",8842.410156,8842.410156,8574.650391,8609.860352,4563000,8609.828125
"2011-02-14",8666.610352,8715.969727,8626.660156,8685.469727,3074000,8685.4375
"2011-02-15",8679.120117,8753.049805,8565.049805,8721.929688,3209400,8721.897461
"2011-02-16",8740.320313,8767.089844,8702.80957,8712.959961,2959800,8712.927734
"2011-02-17",8738.709961,8745.650391,8669.769531,8683.879883,3118400,8683.847656
"2011-02-18",8763.69043,8874.5,8763.69043,8843.839844,3326600,8843.807617
"2011-02-21",8867.160156,8867.160156,8797.25,8839.219727,2736800,8839.1875
"2011-02-22",8744.80957,8744.80957,8613.339844,8673.669922,3728400,8673.637695
"2011-02-23",8604.320313,8673.200195,8521.25,8528.94043,3337800,8528.908203
"2011-02-24",8561.160156,8633.240234,8541.639648,8541.639648,2738400,8541.607422
"2011-02-25",8597.870117,8635.040039,8470.089844,8599.650391,3641600,8599.618164
"2011-03-01",8611.790039,8734.240234,8611.790039,8727.55957,2811800,8727.527344
"2011-03-02",8675.370117,8709.570313,8619.900391,8619.900391,2677400,8619.868164
"2011-03-03",8661.629883,8758.889648,8661.629883,8738.370117,3099000,8738.337891
"2011-03-04",8815.519531,8829.230469,8771.889648,8784.400391,3112800,8784.368164
"2011-03-07",8769.870117,8769.870117,8706.379883,8713.790039,2288200,8713.757813
"2011-03-08",8692.099609,8768.30957,8692.099609,8747.75,2487400,8747.717773
"2011-03-09",8810.349609,8824.410156,8730.740234,8750.019531,2811200,8749.987305
"2011-03-10",8754.410156,8754.410156,8635.75,8642.900391,2763000,8642.868164
"2011-03-11",8566.910156,8593.709961,8513.509766,8567.820313,2422200,8567.788086
"2011-03-14",8616.290039,8616.290039,8395.110352,8520.019531,3309000,8519.987305
"2011-03-15",8493.830078,8519.900391,8070.52002,8234.780273,4871800,8234.748047
